,sub_region_1,Date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2177,Chhattisgarh,2020-10-23,-17.166666666666668,22.857142857142858,-35.333333333333336,-11.08,-18.178571428571427,4.153846153846154
2178,Chhattisgarh,2020-10-24,-21.916666666666668,17.434782608695652,-35.56,-17.68,-25.5,5.076923076923077
2179,Chhattisgarh,2020-10-25,-22.625,12.409090909090908,-34.08,-19.48,-16.892857142857142,4.5
2180,Chhattisgarh,2020-10-26,-18.25,17.857142857142858,-31.68,-18.4,-28.964285714285715,5.384615384615385
2181,Chhattisgarh,2020-10-27,-18.625,13.8,-36.291666666666664,-14.08,-22.607142857142858,3.5384615384615383
2182,Chhattisgarh,2020-10-28,-19.083333333333332,14.26086956521739,-39.56,-14.72,-19.535714285714285,4.884615384615385
2183,Chhattisgarh,2020-10-29,-20.541666666666668,13.0,-41.041666666666664,-16.28,-20.5,6.3076923076923075
2184,Chhattisgarh,2020-10-30,-22.125,14.869565217391305,-40.75,-16.56,-31.857142857142858,9.72
2185,Chhattisgarh,2020-10-31,-25.375,9.047619047619047,-40.541666666666664,-20.56,-15.035714285714286,8.32
2186,Chhattisgarh,2020-11-01,-23.125,8.363636363636363,-39.2,-16.08,-12.857142857142858,8.25
2187,Chhattisgarh,2020-11-02,-17.708333333333332,18.636363636363637,-38.291666666666664,-13.24,-20.571428571428573,8.08
2188,Chhattisgarh,2020-11-03,-15.304347826086957,19.7,-39.5,-11.72,-21.142857142857142,6.5
2189,Chhattisgarh,2020-11-04,-18.208333333333332,15.73913043478261,-39.375,-14.4,-18.25,7.153846153846154
2190,Chhattisgarh,2020-11-05,-21.041666666666668,14.181818181818182,-37.791666666666664,-18.0,-20.321428571428573,6.884615384615385
2191,Chhattisgarh,2020-11-06,-22.208333333333332,13.318181818181818,-38.6,-16.12,-17.428571428571427,7.615384615384615
2192,Chhattisgarh,2020-11-07,-22.625,11.954545454545455,-39.4,-19.44,-14.25,8.52
2193,Chhattisgarh,2020-11-08,-22.333333333333332,11.590909090909092,-37.56,-16.52,-10.928571428571429,7.583333333333333
2194,Chhattisgarh,2020-11-09,-18.25,20.428571428571427,-35.916666666666664,-15.64,-18.571428571428573,7.96
2195,Chhattisgarh,2020-11-10,-14.541666666666666,21.85,-35.2,-11.92,-18.214285714285715,7.12
2196,Chhattisgarh,2020-11-11,-12.708333333333334,27.82608695652174,-36.2,-8.64,-18.035714285714285,6.038461538461538
2197,Chhattisgarh,2020-11-12,-7.208333333333333,40.31818181818182,-36.32,-3.8,-21.714285714285715,5.8076923076923075
2198,Chhattisgarh,2020-11-13,-6.333333333333333,46.19047619047619,-35.4,0.92,-23.678571428571427,7.04
2199,Chhattisgarh,2020-11-14,-18.791666666666668,32.72727272727273,-40.08,-13.16,-39.857142857142854,11.666666666666666
2200,Chhattisgarh,2020-11-15,-42.625,-23.454545454545453,-38.2,-41.52,-41.214285714285715,10.291666666666666
2201,Chhattisgarh,2020-11-16,-27.666666666666668,4.476190476190476,-27.28,-24.64,-48.035714285714285,7.88
2202,Chhattisgarh,2020-11-17,-22.083333333333332,10.772727272727273,-30.08,-14.96,-33.035714285714285,4.32
2203,Chhattisgarh,2020-11-18,-20.5,12.608695652173912,-31.72,-13.76,-25.678571428571427,5.52
2204,Chhattisgarh,2020-11-19,-20.416666666666668,14.608695652173912,-33.04,-15.0,-24.928571428571427,5.88
2205,Chhattisgarh,2020-11-20,-22.208333333333332,10.391304347826088,-30.92,-15.68,-34.142857142857146,8.2
2206,Chhattisgarh,2020-11-21,-22.791666666666668,9.571428571428571,-31.08,-17.92,-26.785714285714285,6.333333333333333
2207,Chhattisgarh,2020-11-22,-23.75,3.7,-29.88,-14.36,-17.285714285714285,6.0
2208,Chhattisgarh,2020-11-23,-18.958333333333332,14.19047619047619,-31.96,-12.32,-20.75,6.52
2209,Chhattisgarh,2020-11-24,-18.666666666666668,15.95,-33.0,-10.32,-21.928571428571427,6.32
2210,Chhattisgarh,2020-11-25,-20.083333333333332,19.636363636363637,-34.24,-10.32,-21.107142857142858,7.0
2211,Chhattisgarh,2020-11-26,-22.0,11.478260869565217,-34.52,-15.32,-22.892857142857142,7.0
2212,Chhattisgarh,2020-11-27,-23.458333333333332,9.391304347826088,-32.4,-12.92,-20.321428571428573,8.48
2213,Chhattisgarh,2020-11-28,-20.208333333333332,13.636363636363637,-31.68,-11.72,-17.678571428571427,6.68
2214,Chhattisgarh,2020-11-29,-20.125,10.5,-27.36,-8.96,-15.285714285714286,6.083333333333333
2215,Chhattisgarh,2020-11-30,-17.666666666666668,15.15,-21.416666666666668,-10.08,-37.57142857142857,7.8
2216,Chhattisgarh,2020-12-01,-16.25,16.05,-24.583333333333332,-6.28,-22.214285714285715,3.1153846153846154
2217,Chhattisgarh,2020-12-02,-19.75,13.08695652173913,-12.84,-8.56,-16.464285714285715,4.8076923076923075
2218,Chhattisgarh,2020-12-03,-21.291666666666668,11.478260869565217,-13.666666666666666,-11.92,-17.535714285714285,6.230769230769231
2219,Chhattisgarh,2020-12-04,-20.125,14.26086956521739,-13.666666666666666,-8.32,-14.5,6.038461538461538
2220,Chhattisgarh,2020-12-05,-22.041666666666668,12.047619047619047,-14.6,-13.16,-12.25,6.0
2221,Chhattisgarh,2020-12-06,-21.458333333333332,8.91304347826087,-6.84,-8.28,-12.714285714285714,5.5
2222,Chhattisgarh,2020-12-07,-18.041666666666668,16.666666666666668,-8.92,-7.96,-20.357142857142858,4.230769230769231
2223,Chhattisgarh,2020-12-08,-28.75,0.65,-11.44,-18.72,-24.035714285714285,6.52
2224,Chhattisgarh,2020-12-09,-17.083333333333332,16.434782608695652,-4.125,-1.16,-17.392857142857142,5.1923076923076925
2225,Chhattisgarh,2020-12-10,-18.875,14.772727272727273,-5.28,-1.36,-18.285714285714285,9.32
2226,Chhattisgarh,2020-12-11,-18.583333333333332,19.869565217391305,1.3333333333333333,3.88,-16.464285714285715,10.48
2227,Chhattisgarh,2020-12-12,-23.083333333333332,14.095238095238095,-5.64,-6.6,-20.785714285714285,12.125
2228,Chhattisgarh,2020-12-13,-22.0,10.181818181818182,2.32,-0.92,-8.428571428571429,11.458333333333334
2229,Chhattisgarh,2020-12-14,-19.5,15.636363636363637,-3.84,-2.2,-13.464285714285714,12.28
2230,Chhattisgarh,2020-12-15,-18.666666666666668,12.380952380952381,-4.4,-1.28,-13.142857142857142,12.52
2231,Chhattisgarh,2020-12-16,-17.625,18.956521739130434,-3.6,1.36,-9.321428571428571,12.4
2232,Chhattisgarh,2020-12-17,-20.541666666666668,15.478260869565217,-5.4,-1.48,-11.892857142857142,12.73076923076923
2233,Chhattisgarh,2020-12-18,-20.625,16.818181818181817,0.9166666666666666,1.08,-21.285714285714285,14.8
2234,Chhattisgarh,2020-12-19,-22.708333333333332,14.7,-5.72,-5.64,-15.75,13.875
2235,Chhattisgarh,2020-12-20,-21.833333333333332,10.590909090909092,3.2,0.36,-6.0,12.458333333333334
2236,Chhattisgarh,2020-12-21,-17.125,20.142857142857142,-3.0,1.4,-10.214285714285714,13.0
2237,Chhattisgarh,2020-12-22,-19.083333333333332,16.3,-2.7083333333333335,1.4,-11.0,13.0
2238,Chhattisgarh,2020-12-23,-17.625,19.304347826086957,-5.32,5.44,-8.035714285714286,13.28
2239,Chhattisgarh,2020-12-24,-18.166666666666668,19.695652173913043,-4.48,3.12,-11.321428571428571,13.48
2240,Chhattisgarh,2020-12-25,-18.75,18.17391304347826,4.375,2.52,-27.357142857142858,15.0
2241,Chhattisgarh,2020-12-26,-23.541666666666668,14.714285714285714,-1.36,-5.08,-12.035714285714286,14.0
2242,Chhattisgarh,2020-12-27,-21.625,10.045454545454545,6.36,3.04,-5.25,12.041666666666666
2243,Chhattisgarh,2020-12-28,-15.916666666666666,19.59090909090909,-1.1304347826086956,2.96,-11.0,12.76
2244,Chhattisgarh,2020-12-29,-18.916666666666668,15.15,1.7083333333333333,2.52,-12.357142857142858,12.92
2245,Chhattisgarh,2020-12-30,-17.333333333333332,17.363636363636363,-0.48,4.84,-8.714285714285714,12.88
2246,Chhattisgarh,2020-12-31,-11.541666666666666,27.782608695652176,3.4,8.52,-9.964285714285714,11.6
2247,Dadra and Nagar Haveli,2020-02-15,5.0,-7.0,5.0,0.5,2.0,0.0
2248,Dadra and Nagar Haveli,2020-02-16,9.5,-10.0,17.0,-9.0,4.0,-0.5
2249,Dadra and Nagar Haveli,2020-02-17,6.5,-9.5,16.0,-18.0,-1.0,0.0
2250,Dadra and Nagar Haveli,2020-02-18,9.0,-4.0,0.5,-16.0,1.0,0.0
2251,Dadra and Nagar Haveli,2020-02-19,10.5,-3.5,2.0,-6.5,2.5,-0.5
2252,Dadra and Nagar Haveli,2020-02-20,6.5,-10.5,0.0,-9.0,3.5,-1.0
2253,Dadra and Nagar Haveli,2020-02-21,4.0,-4.5,6.0,-3.5,-16.0,2.5
2254,Dadra and Nagar Haveli,2020-02-22,5.0,-8.5,4.5,7.0,1.0,0.5
2255,Dadra and Nagar Haveli,2020-02-23,4.5,-10.5,1.0,-15.0,4.5,1.0
2256,Dadra and Nagar Haveli,2020-02-24,7.0,-9.5,-7.5,-5.0,2.0,0.0
2257,Dadra and Nagar Haveli,2020-02-25,4.0,-7.0,-2.5,-2.5,1.0,0.0
2258,Dadra and Nagar Haveli,2020-02-26,1.0,-9.0,-6.0,-3.5,2.0,0.0
2259,Dadra and Nagar Haveli,2020-02-27,2.0,-14.5,-6.5,-9.0,1.5,0.5
2260,Dadra and Nagar Haveli,2020-02-28,6.0,-8.0,-10.0,-10.0,4.0,1.0
2261,Dadra and Nagar Haveli,2020-02-29,4.5,-9.0,-8.5,-14.0,5.0,0.0
2262,Dadra and Nagar Haveli,2020-03-01,8.5,-2.5,-3.5,-0.5,5.0,0.5
2263,Dadra and Nagar Haveli,2020-03-02,6.0,-5.5,-7.0,-17.5,3.0,0.5
2264,Dadra and Nagar Haveli,2020-03-03,5.5,16.0,-7.5,-9.5,2.0,0.5
2265,Dadra and Nagar Haveli,2020-03-04,8.0,9.0,-6.0,1.0,2.5,0.0
2266,Dadra and Nagar Haveli,2020-03-05,5.0,4.0,0.0,7.5,3.0,0.5
2267,Dadra and Nagar Haveli,2020-03-06,9.0,17.0,-6.0,19.0,4.0,0.5
2268,Dadra and Nagar Haveli,2020-03-07,12.0,20.0,-5.5,10.0,4.0,0.0
2269,Dadra and Nagar Haveli,2020-03-08,15.5,29.0,-4.5,-3.5,11.5,0.0
2270,Dadra and Nagar Haveli,2020-03-09,24.5,42.0,13.5,-21.0,-6.5,1.5
2271,Dadra and Nagar Haveli,2020-03-10,-12.0,-21.0,61.5,-35.5,-65.5,15.5
2272,Dadra and Nagar Haveli,2020-03-11,7.0,14.0,20.5,-0.5,-12.0,1.5
2273,Dadra and Nagar Haveli,2020-03-12,3.0,-2.0,4.0,-4.5,-2.0,0.5
2274,Dadra and Nagar Haveli,2020-03-13,6.5,15.0,-2.5,4.0,0.5,1.5
2275,Dadra and Nagar Haveli,2020-03-14,3.0,7.0,8.5,12.0,0.0,1.5
2276,Dadra and Nagar Haveli,2020-03-15,4.0,11.0,9.0,5.0,3.5,1.5
2277,Dadra and Nagar Haveli,2020-03-16,8.5,9.0,4.0,11.0,0.0,1.0
2278,Dadra and Nagar Haveli,2020-03-17,5.5,18.0,0.0,-1.5,-0.5,1.5
2279,Dadra and Nagar Haveli,2020-03-18,3.5,12.0,-2.5,4.5,-1.0,1.5
2280,Dadra and Nagar Haveli,2020-03-19,2.5,18.0,-5.0,-8.0,-1.5,3.0
2281,Dadra and Nagar Haveli,2020-03-20,2.5,26.0,-15.0,-34.5,-1.0,4.0
2282,Dadra and Nagar Haveli,2020-03-21,-4.0,29.0,-25.0,-29.5,-0.5,5.0
2283,Dadra and Nagar Haveli,2020-03-22,-71.5,-75.0,-61.0,-64.5,-49.5,23.0
2284,Dadra and Nagar Haveli,2020-03-23,-32.0,-11.0,-26.5,-43.0,-17.5,11.5
2285,Dadra and Nagar Haveli,2020-03-24,-50.0,-33.0,-43.5,-52.0,-44.0,19.5
2286,Dadra and Nagar Haveli,2020-03-25,-67.5,-61.0,-54.0,-61.0,-70.5,31.5
2287,Dadra and Nagar Haveli,2020-03-26,-67.5,-59.5,-54.0,-59.0,-70.0,33.0
2288,Dadra and Nagar Haveli,2020-03-27,-68.5,-63.5,-58.5,-55.0,-70.5,33.5
2289,Dadra and Nagar Haveli,2020-03-28,-70.0,-66.0,-57.5,-59.5,-71.0,34.5
2290,Dadra and Nagar Haveli,2020-03-29,-72.5,-71.0,-65.5,-59.0,-59.5,28.0
2291,Dadra and Nagar Haveli,2020-03-30,-69.5,-66.0,-55.0,-66.5,-70.0,34.5
2292,Dadra and Nagar Haveli,2020-03-31,-70.0,-63.5,-56.0,-68.5,-69.5,33.0
2293,Dadra and Nagar Haveli,2020-04-01,-70.5,-66.5,-57.0,-67.0,-69.5,32.5
2294,Dadra and Nagar Haveli,2020-04-02,-71.5,-69.5,-55.5,-70.5,-70.5,34.5
2295,Dadra and Nagar Haveli,2020-04-03,-70.0,-65.5,-55.5,-71.0,-67.0,33.5
2296,Dadra and Nagar Haveli,2020-04-04,-70.0,-63.5,-55.5,-66.0,-66.0,32.5
2297,Dadra and Nagar Haveli,2020-04-05,-70.0,-63.5,-64.0,-69.5,-54.0,26.0
2298,Dadra and Nagar Haveli,2020-04-06,-72.0,-68.5,-53.5,-74.0,-69.0,34.0
2299,Dadra and Nagar Haveli,2020-04-07,-73.5,-60.0,-51.0,-67.5,-69.0,33.0
2300,Dadra and Nagar Haveli,2020-04-08,-74.0,-60.0,-51.5,-68.0,-68.5,33.5
2301,Dadra and Nagar Haveli,2020-04-09,-74.0,-61.0,-50.0,-70.5,-68.0,35.5
2302,Dadra and Nagar Haveli,2020-04-10,-73.5,-57.0,-52.0,-62.5,-68.0,35.5
2303,Dadra and Nagar Haveli,2020-04-11,-73.5,-59.5,-54.0,-65.5,-66.0,35.5
2304,Dadra and Nagar Haveli,2020-04-12,-73.5,-56.0,-61.5,-68.0,-53.5,28.5
2305,Dadra and Nagar Haveli,2020-04-13,-71.5,-55.5,-48.5,-73.5,-64.0,35.5
2306,Dadra and Nagar Haveli,2020-04-14,-71.5,-55.5,-48.5,-69.5,-64.0,33.0
2307,Dadra and Nagar Haveli,2020-04-15,-70.5,-48.0,-50.5,-67.5,-62.5,32.5
2308,Dadra and Nagar Haveli,2020-04-16,-80.5,-44.5,-80.0,-69.5,-62.5,34.0
2309,Dadra and Nagar Haveli,2020-04-17,-79.5,-39.0,-81.5,-74.0,-61.5,34.5
2310,Dadra and Nagar Haveli,2020-04-18,-80.5,-43.0,-82.5,-73.0,-60.0,34.5
2311,Dadra and Nagar Haveli,2020-04-19,-80.0,-41.0,-86.0,-70.5,-48.5,28.0
2312,Dadra and Nagar Haveli,2020-04-20,-79.5,-40.5,-80.5,-76.0,-57.5,33.5
2313,Dadra and Nagar Haveli,2020-04-21,-79.5,-34.0,-80.5,-78.0,-57.5,31.5
2314,Dadra and Nagar Haveli,2020-04-22,-80.0,-35.5,-80.5,-79.0,-56.5,31.5
2315,Dadra and Nagar Haveli,2020-04-23,-79.0,-36.0,-82.0,-79.5,-54.5,32.5
2316,Dadra and Nagar Haveli,2020-04-24,-78.0,-29.5,-80.5,-76.5,-51.5,30.5
2317,Dadra and Nagar Haveli,2020-04-25,-78.0,-33.5,-82.5,-77.0,-48.5,30.5
2318,Dadra and Nagar Haveli,2020-04-26,-77.5,-34.0,-85.0,-73.0,-36.0,25.0
2319,Dadra and Nagar Haveli,2020-04-27,-76.5,-27.5,-78.0,-79.0,-44.0,30.0
2320,Dadra and Nagar Haveli,2020-04-28,-73.5,-10.5,-78.0,-75.0,-40.0,26.0
2321,Dadra and Nagar Haveli,2020-04-29,-73.0,-2.5,-78.0,-74.5,-37.0,25.5
2322,Dadra and Nagar Haveli,2020-04-30,-72.0,-5.0,-77.5,-76.5,-35.5,25.5
2323,Dadra and Nagar Haveli,2020-05-01,-71.0,5.5,-79.0,-72.5,-40.5,27.5
2324,Dadra and Nagar Haveli,2020-05-02,-71.5,-4.0,-78.5,-76.5,-30.5,25.0
2325,Dadra and Nagar Haveli,2020-05-03,-69.5,-0.5,-84.0,-70.5,-18.0,21.0
2326,Dadra and Nagar Haveli,2020-05-04,-66.0,6.5,-72.0,-71.5,-27.0,22.0
2327,Dadra and Nagar Haveli,2020-05-05,-64.0,17.5,-73.0,-68.5,-25.5,20.0
2328,Dadra and Nagar Haveli,2020-05-06,-64.0,24.0,-75.5,-72.5,-24.5,19.0
2329,Dadra and Nagar Haveli,2020-05-07,-65.0,15.5,-73.0,-70.0,-23.5,20.0
2330,Dadra and Nagar Haveli,2020-05-08,-64.5,26.0,-74.0,-68.5,-22.0,20.0
2331,Dadra and Nagar Haveli,2020-05-09,-65.0,11.5,-74.5,-70.0,-21.5,20.5
2332,Dadra and Nagar Haveli,2020-05-10,-61.0,30.0,-79.0,-65.5,-10.0,18.0
2333,Dadra and Nagar Haveli,2020-05-11,-63.0,18.5,-70.0,-70.5,-20.0,20.0
2334,Dadra and Nagar Haveli,2020-05-12,-64.5,28.0,-72.5,-67.0,-21.5,18.5
2335,Dadra and Nagar Haveli,2020-05-13,-62.5,17.5,-71.0,-63.5,-20.5,17.0
2336,Dadra and Nagar Haveli,2020-05-14,-58.0,14.0,-69.0,-56.5,-19.5,17.0
2337,Dadra and Nagar Haveli,2020-05-15,-57.0,30.5,-70.0,-50.0,-18.0,17.5
2338,Dadra and Nagar Haveli,2020-05-16,-57.5,23.5,-71.0,-50.5,-17.0,18.0
2339,Dadra and Nagar Haveli,2020-05-17,-50.5,38.0,-75.5,-41.0,-7.5,16.0
2340,Dadra and Nagar Haveli,2020-05-18,-56.0,22.5,-67.0,-56.5,-18.5,17.0
2341,Dadra and Nagar Haveli,2020-05-19,-57.0,23.0,-65.5,-54.5,-18.0,16.5
2342,Dadra and Nagar Haveli,2020-05-20,-57.0,31.0,-67.0,-54.0,-17.0,16.0
2343,Dadra and Nagar Haveli,2020-05-21,-56.5,25.0,-67.0,-54.5,-17.5,16.5
2344,Dadra and Nagar Haveli,2020-05-22,-57.0,38.0,-67.5,-50.0,-16.0,16.0
2345,Dadra and Nagar Haveli,2020-05-23,-57.5,35.5,-69.0,-46.0,-18.0,16.0
2346,Dadra and Nagar Haveli,2020-05-24,-53.5,36.0,-75.0,-40.5,-2.5,14.5
2347,Dadra and Nagar Haveli,2020-05-25,-57.5,22.0,-62.5,-53.0,-21.0,18.0
2348,Dadra and Nagar Haveli,2020-05-26,-56.0,30.5,-66.5,-55.5,-17.5,14.5
2349,Dadra and Nagar Haveli,2020-05-27,-57.0,24.0,-66.5,-58.5,-16.5,14.5
2350,Dadra and Nagar Haveli,2020-05-28,-58.5,14.5,-67.0,-58.0,-16.5,15.5
2351,Dadra and Nagar Haveli,2020-05-29,-58.5,30.0,-67.0,-54.5,-17.0,16.0
2352,Dadra and Nagar Haveli,2020-05-30,-58.0,24.5,-67.5,-45.0,-13.0,15.5
2353,Dadra and Nagar Haveli,2020-05-31,-53.5,34.5,-72.5,-45.0,-4.5,14.0
2354,Dadra and Nagar Haveli,2020-06-01,-52.5,31.0,-62.5,-54.0,-15.0,14.0
2355,Dadra and Nagar Haveli,2020-06-02,-55.5,34.0,-64.5,-51.0,-17.0,13.0
2356,Dadra and Nagar Haveli,2020-06-03,-61.5,14.5,-72.5,-55.0,-39.0,24.0
2357,Dadra and Nagar Haveli,2020-06-04,-57.0,23.0,-70.5,-50.5,-14.5,14.0
2358,Dadra and Nagar Haveli,2020-06-05,-53.0,49.0,-68.0,-45.5,-11.5,12.5
2359,Dadra and Nagar Haveli,2020-06-06,-52.5,39.5,-71.0,-32.0,-9.5,13.5
2360,Dadra and Nagar Haveli,2020-06-07,-48.0,47.5,-74.0,-36.0,6.5,11.0
2361,Dadra and Nagar Haveli,2020-06-08,-50.0,37.0,-63.5,-43.0,-10.5,12.5
2362,Dadra and Nagar Haveli,2020-06-09,-51.5,35.5,-64.5,-40.0,-12.0,12.0
2363,Dadra and Nagar Haveli,2020-06-10,-49.5,34.0,-63.5,-39.5,-12.0,11.5
2364,Dadra and Nagar Haveli,2020-06-11,-51.0,30.0,-64.0,-73.5,-13.0,11.5
2365,Dadra and Nagar Haveli,2020-06-12,-52.0,43.0,-68.0,-69.0,-13.0,12.5
2366,Dadra and Nagar Haveli,2020-06-13,-50.0,43.0,-68.5,-71.5,-13.0,13.0
2367,Dadra and Nagar Haveli,2020-06-14,-44.0,61.0,-68.5,-57.5,-3.5,11.5
2368,Dadra and Nagar Haveli,2020-06-15,-51.5,32.0,-62.0,-75.0,-13.0,13.0
2369,Dadra and Nagar Haveli,2020-06-16,-50.5,43.0,-61.5,-69.5,-13.5,10.5
2370,Dadra and Nagar Haveli,2020-06-17,-52.5,32.0,-62.0,-74.0,-14.0,11.0
2371,Dadra and Nagar Haveli,2020-06-18,-55.5,20.5,-63.0,-58.5,-14.0,12.5
2372,Dadra and Nagar Haveli,2020-06-19,-54.5,37.5,-66.5,-64.5,-14.0,14.0
2373,Dadra and Nagar Haveli,2020-06-20,-54.5,29.5,-67.5,-58.0,-13.0,14.0
2374,Dadra and Nagar Haveli,2020-06-21,-60.0,15.5,-72.0,-62.0,-8.5,16.5
2375,Dadra and Nagar Haveli,2020-06-22,-53.5,27.5,-61.0,-62.0,-15.0,14.0
2376,Dadra and Nagar Haveli,2020-06-23,-54.0,32.5,-64.0,-65.0,-16.0,12.0
2377,Dadra and Nagar Haveli,2020-06-24,-56.5,18.5,-62.0,-62.0,-15.5,12.0
2378,Dadra and Nagar Haveli,2020-06-25,-57.5,15.0,-66.5,-66.5,-16.0,13.0
2379,Dadra and Nagar Haveli,2020-06-26,-58.5,18.0,-68.0,-62.0,-16.5,14.0
2380,Dadra and Nagar Haveli,2020-06-27,-56.5,20.5,-67.5,-58.5,-15.0,14.0
2381,Dadra and Nagar Haveli,2020-06-28,-53.5,28.0,-71.0,-58.5,-6.5,13.5
2382,Dadra and Nagar Haveli,2020-06-29,-56.5,10.0,-64.5,-65.0,-14.5,14.5
2383,Dadra and Nagar Haveli,2020-06-30,-55.0,32.0,-60.5,-62.0,-16.5,12.0
2384,Dadra and Nagar Haveli,2020-07-01,-54.5,28.5,-61.0,-56.0,-17.0,12.0
2385,Dadra and Nagar Haveli,2020-07-02,-55.0,20.5,-63.0,-59.0,-16.0,13.5
2386,Dadra and Nagar Haveli,2020-07-03,-55.5,31.0,-66.5,-58.5,-16.5,14.5
2387,Dadra and Nagar Haveli,2020-07-04,-59.0,12.5,-72.0,-58.5,-16.5,16.5
2388,Dadra and Nagar Haveli,2020-07-05,-59.0,6.0,-76.0,-59.0,-14.0,17.5
2389,Dadra and Nagar Haveli,2020-07-06,-58.5,12.5,-66.0,-60.5,-21.5,17.5
2390,Dadra and Nagar Haveli,2020-07-07,-58.0,20.5,-66.0,-66.0,-21.0,15.5
2391,Dadra and Nagar Haveli,2020-07-08,-58.0,20.5,-66.0,-60.5,-20.5,15.0
2392,Dadra and Nagar Haveli,2020-07-09,-59.0,9.5,-66.5,-62.5,-19.5,16.0
2393,Dadra and Nagar Haveli,2020-07-10,-55.0,34.0,-64.5,-65.0,-18.5,15.0
2394,Dadra and Nagar Haveli,2020-07-11,-55.0,27.0,-68.5,-52.0,-17.5,15.0
2395,Dadra and Nagar Haveli,2020-07-12,-57.0,22.0,-75.0,-61.5,-11.0,15.5
2396,Dadra and Nagar Haveli,2020-07-13,-53.5,24.5,-60.5,-67.0,-16.5,14.0
2397,Dadra and Nagar Haveli,2020-07-14,-55.5,25.0,-64.5,-64.5,-17.5,13.5
2398,Dadra and Nagar Haveli,2020-07-15,-51.0,28.0,-67.5,-34.0,-16.5,13.0
2399,Dadra and Nagar Haveli,2020-07-16,-51.0,19.5,-66.0,-38.0,-15.5,13.0
2400,Dadra and Nagar Haveli,2020-07-17,-49.0,39.5,-67.0,-31.0,-14.5,14.0
2401,Dadra and Nagar Haveli,2020-07-18,-49.5,32.0,-69.5,-25.5,-13.5,14.5
2402,Dadra and Nagar Haveli,2020-07-19,-47.0,49.0,-72.0,-20.5,-8.0,14.5
2403,Dadra and Nagar Haveli,2020-07-20,-51.5,27.0,-64.0,-33.0,-17.5,15.0
2404,Dadra and Nagar Haveli,2020-07-21,-53.5,26.5,-64.5,-35.5,-18.5,14.0
2405,Dadra and Nagar Haveli,2020-07-22,-54.5,18.0,-65.0,-33.5,-18.5,13.5
2406,Dadra and Nagar Haveli,2020-07-23,-55.0,13.0,-65.5,-29.0,-15.5,14.0
2407,Dadra and Nagar Haveli,2020-07-24,-54.5,26.0,-67.5,-33.0,-15.5,14.5
2408,Dadra and Nagar Haveli,2020-07-25,-55.5,14.0,-68.5,-28.0,-16.0,16.0
2409,Dadra and Nagar Haveli,2020-07-26,-53.0,36.5,-72.0,-18.5,-10.0,15.0
2410,Dadra and Nagar Haveli,2020-07-27,-54.5,21.5,-65.0,-29.5,-17.0,15.5
2411,Dadra and Nagar Haveli,2020-07-28,-56.5,20.5,-68.0,-31.5,-17.5,14.5
