,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
33285,India,2020-02-13,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33286,India,2020-02-14,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33287,India,2020-02-15,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33288,India,2020-02-16,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33289,India,2020-02-17,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33290,India,2020-02-18,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33291,India,2020-02-19,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33292,India,2020-02-20,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33293,India,2020-02-21,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33294,India,2020-02-22,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33295,India,2020-02-23,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33296,India,2020-02-24,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33297,India,2020-02-25,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33298,India,2020-02-26,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33299,India,2020-02-27,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33300,India,2020-02-28,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33301,India,2020-02-29,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33302,India,2020-03-01,3.0,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33303,India,2020-03-02,5.0,2.0,0.28600000000000003,,,0.0,0.004,0.001,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33304,India,2020-03-03,5.0,0.0,0.28600000000000003,,,0.0,0.004,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33305,India,2020-03-04,28.0,23.0,3.571,,,0.0,0.02,0.017,0.003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33306,India,2020-03-05,30.0,2.0,3.8569999999999998,,,0.0,0.022000000000000002,0.001,0.003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33307,India,2020-03-06,31.0,1.0,4.0,,,0.0,0.022000000000000002,0.001,0.003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33308,India,2020-03-07,34.0,3.0,4.428999999999999,,,0.0,0.025,0.002,0.003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33309,India,2020-03-08,39.0,5.0,5.143,,,0.0,0.027999999999999997,0.004,0.004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33310,India,2020-03-09,43.0,4.0,5.428999999999999,,,0.0,0.031,0.003,0.004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33311,India,2020-03-10,56.0,13.0,7.2860000000000005,,,0.0,0.040999999999999995,0.009000000000000001,0.005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33312,India,2020-03-11,62.0,6.0,4.857,1.0,1.0,0.14300000000000002,0.045,0.004,0.004,0.001,0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33313,India,2020-03-12,73.0,11.0,6.143,1.0,0.0,0.14300000000000002,0.053,0.008,0.004,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33314,India,2020-03-13,82.0,9.0,7.2860000000000005,2.0,1.0,0.28600000000000003,0.059000000000000004,0.006999999999999999,0.005,0.001,0.001,0.0,,,,,,,,,,,6500.0,0.005,,,,,,samples tested,,,,,,,,,,33.33,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33315,India,2020-03-14,102.0,20.0,9.714,2.0,0.0,0.28600000000000003,0.07400000000000001,0.013999999999999999,0.006999999999999999,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,36.11,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33316,India,2020-03-15,113.0,11.0,10.571,2.0,0.0,0.28600000000000003,0.08199999999999999,0.008,0.008,0.001,0.0,0.0,1.86,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,38.89,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33317,India,2020-03-16,119.0,6.0,10.857000000000001,2.0,0.0,0.28600000000000003,0.086,0.004,0.008,0.001,0.0,0.0,1.87,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,48.15,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33318,India,2020-03-17,142.0,23.0,12.286,3.0,1.0,0.429,0.10300000000000001,0.017,0.009000000000000001,0.002,0.001,0.0,1.91,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,48.15,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33319,India,2020-03-18,156.0,14.0,13.429,3.0,0.0,0.28600000000000003,0.113,0.01,0.01,0.002,0.0,0.0,1.95,,,,,,,,,,13125.0,0.01,,,,,,samples tested,,,,,,,,,,50.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33320,India,2020-03-19,194.0,38.0,17.285999999999998,4.0,1.0,0.429,0.141,0.027999999999999997,0.013000000000000001,0.003,0.001,0.0,2.01,,,,,,,,,191.0,13316.0,0.01,0.0,,,,,samples tested,,,,,,,,,,59.72,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33321,India,2020-03-20,244.0,50.0,23.143,5.0,1.0,0.429,0.177,0.036000000000000004,0.017,0.004,0.001,0.0,2.06,,,,,,,,,1060.0,14376.0,0.01,0.001,1125.0,0.001,0.021,48.6,samples tested,,,,,,,,,,70.83,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33322,India,2020-03-21,330.0,86.0,32.571,4.0,-1.0,0.28600000000000003,0.239,0.062,0.024,0.003,-0.001,0.0,2.1,,,,,,,,,1325.0,15701.0,0.011000000000000001,0.001,1125.0,0.001,0.028999999999999998,34.5,samples tested,,,,,,,,,,76.39,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33323,India,2020-03-22,396.0,66.0,40.429,7.0,3.0,0.7140000000000001,0.287,0.048,0.028999999999999998,0.005,0.002,0.001,2.1,,,,,,,,,1298.0,16999.0,0.012,0.001,1121.0,0.001,0.036000000000000004,27.7,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33324,India,2020-03-23,499.0,103.0,54.286,10.0,3.0,1.143,0.36200000000000004,0.075,0.039,0.006999999999999999,0.002,0.001,2.1,,,,,,,,,3708.0,20707.0,0.015,0.003,1462.0,0.001,0.037000000000000005,26.9,samples tested,,,,,,,,,,86.57,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33325,India,2020-03-24,536.0,37.0,56.286,10.0,0.0,1.0,0.38799999999999996,0.027000000000000003,0.040999999999999995,0.006999999999999999,0.0,0.001,2.08,,,,,,,,,157.0,20864.0,0.015,0.0,1295.0,0.001,0.043,23.0,samples tested,,,,,,,,,,86.57,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33326,India,2020-03-25,657.0,121.0,71.571,12.0,2.0,1.286,0.47600000000000003,0.08800000000000001,0.052000000000000005,0.009000000000000001,0.001,0.001,2.08,,,,,,,,,4280.0,25144.0,0.018000000000000002,0.003,1717.0,0.001,0.042,24.0,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33327,India,2020-03-26,727.0,70.0,76.143,20.0,8.0,2.286,0.527,0.051,0.055,0.013999999999999999,0.006,0.002,2.08,,,,,,,,,,,,,1871.0,0.001,0.040999999999999995,24.6,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33328,India,2020-03-27,887.0,160.0,91.85700000000001,20.0,0.0,2.1430000000000002,0.643,0.11599999999999999,0.067,0.013999999999999999,0.0,0.002,2.09,,,,,,,,,,27688.0,0.02,,1902.0,0.001,0.048,20.7,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33329,India,2020-03-28,987.0,100.0,93.85700000000001,24.0,4.0,2.8569999999999998,0.715,0.07200000000000001,0.068,0.017,0.003,0.002,2.09,,,,,,,,,,,,,2195.0,0.002,0.043,23.4,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33330,India,2020-03-29,1024.0,37.0,89.714,27.0,3.0,2.8569999999999998,0.742,0.027000000000000003,0.065,0.02,0.002,0.002,2.11,,,,,,,,,,,,,2492.0,0.002,0.036000000000000004,27.8,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33331,India,2020-03-30,1251.0,227.0,107.429,32.0,5.0,3.1430000000000002,0.907,0.16399999999999998,0.078,0.023,0.004,0.002,2.15,,,,,,,,,,,,,2445.0,0.002,0.044000000000000004,22.8,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33332,India,2020-03-31,1397.0,146.0,123.0,35.0,3.0,3.571,1.012,0.106,0.08900000000000001,0.025,0.002,0.003,2.19,,,,,,,,,,,,,2905.0,0.002,0.042,23.6,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33333,India,2020-04-01,1998.0,601.0,191.571,58.0,23.0,6.571000000000001,1.4480000000000002,0.436,0.139,0.042,0.017,0.005,2.21,,,,,,,,,,,,,2776.0,0.002,0.069,14.5,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33334,India,2020-04-02,2543.0,545.0,259.42900000000003,72.0,14.0,7.428999999999999,1.8430000000000002,0.395,0.188,0.052000000000000005,0.01,0.005,2.18,,,,,,,,,,47951.0,0.035,,3076.0,0.002,0.084,11.9,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33335,India,2020-04-03,2567.0,24.0,240.0,72.0,0.0,7.428999999999999,1.86,0.017,0.174,0.052000000000000005,0.0,0.005,2.12,,,,,,,,,21294.0,69245.0,0.05,0.015,5937.0,0.004,0.04,24.7,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33336,India,2020-04-04,3082.0,515.0,299.286,86.0,14.0,8.857000000000001,2.233,0.373,0.217,0.062,0.01,0.006,2.1,,,,,,,,,10705.0,79950.0,0.057999999999999996,0.008,6984.0,0.005,0.043,23.3,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33337,India,2020-04-05,3588.0,506.0,366.286,99.0,13.0,10.286,2.6,0.36700000000000005,0.265,0.07200000000000001,0.009000000000000001,0.006999999999999999,2.07,,,,,,,,,9584.0,89534.0,0.065,0.006999999999999999,7870.0,0.006,0.047,21.5,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33338,India,2020-04-06,4778.0,1190.0,503.85699999999997,136.0,37.0,14.857000000000001,3.4619999999999997,0.862,0.365,0.099,0.027000000000000003,0.011000000000000001,2.04,,,,,,,,,11534.0,101068.0,0.073,0.008,9036.0,0.006999999999999999,0.055999999999999994,17.9,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33339,India,2020-04-07,5311.0,533.0,559.143,150.0,14.0,16.429000000000002,3.8489999999999998,0.386,0.405,0.109,0.01,0.012,1.97,,,,,,,,,12947.0,114015.0,0.083,0.009000000000000001,10403.0,0.008,0.054000000000000006,18.6,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33340,India,2020-04-08,5916.0,605.0,559.714,178.0,28.0,17.143,4.287,0.43799999999999994,0.406,0.129,0.02,0.012,1.9,,,,,,,,,13904.0,127919.0,0.09300000000000001,0.01,11906.0,0.009000000000000001,0.047,21.3,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33341,India,2020-04-09,6725.0,809.0,597.429,226.0,48.0,22.0,4.873,0.586,0.433,0.16399999999999998,0.035,0.016,1.85,,,,,,,,,16991.0,144910.0,0.105,0.012,13851.0,0.01,0.043,23.2,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
